fname,label
common_voice_th_34930862.wav,เพื่อนบ้านทะเลาะกันก็เรื่องนี้แหละ
common_voice_th_34930890.wav,และคนตัดสินใจเปิดปิดดูจะเป็นเจ้าของตึก - ไม่ใช่เมืองที่ใช้อำนาจแทนคนในเมือง
common_voice_th_34930891.wav,ตันเจ้าเอ๋ย จะไม่ขอข้าวแกงแหวนใด
common_voice_th_34930892.wav,เพื่อให้เกิด
common_voice_th_34930894.wav,มากกว่า
common_voice_th_34930895.wav,แต่ก็ต้องเฉพาะคนที่เขาสะดวกใจนะ บางคนอาจไม่อยากเผยตัว หรือขัดเขินในที่สาธารณะ
common_voice_th_34930930.wav,กรุงเทพทิ้งห่างทุกจังหวัด
common_voice_th_34930931.wav,ผมพี่ยุ้ยและพี่เก๋ออกรายการครับ
common_voice_th_34930932.wav,"ก็จะกลายเป็น ""ถูกใจบรรพบุรุษที่บ้านเกิดของฉัน"" ซึ่งก็ได้ แต่ให้ตระหนักไว้ว่ามันอัตวิสัย"
common_voice_th_34930933.wav,อนาคตใหม่ทำสไลด์ไว้เข้าใจง่ายมากเลย
common_voice_th_34930935.wav,เข้าใจครับ. แต่ก็ห่วงเรื่องการตรวจสอบที่มุ่งวัดเฉพาะสิ่งที่วัดได้.
common_voice_th_34930947.wav,ในรูปแบบ
common_voice_th_34930948.wav,หมดยังครับ ช่วยนิดนึง
common_voice_th_34930949.wav,อยากเลือกตั้ง
common_voice_th_34930950.wav,"ทำไม ""ผู้ประกอบการ"" ถึงเงียบ ตอบแบบขี้เกียจก็คือ เคยส่งเสียงแล้วไม่รู้สึกว่าสร้างความเปลี่ยนแปลงอะไร"
common_voice_th_34930951.wav,ไม่ให้ตั้งไม่ยอมแน่
common_voice_th_34930960.wav,สำหรับเด็ก
common_voice_th_34930962.wav,ปัญหาหลักคือ เราจะค้นหาความจริงกันอย่างไร
common_voice_th_34930964.wav,ส่วนคนใช้รอมจากโรงงาน
common_voice_th_34930965.wav,ในไทยเองก็มีการริเริ่มเรื่อง
common_voice_th_34930966.wav,เหมือนกับสำนักงานสหประชาชาติ ตรงถนนราชดำเนิน ไม่ได้เป็นของรัฐบาลไทย เขาแค่มาตั้งที่กรุงเทพ
common_voice_th_34930975.wav,เทียบหมัดต่อหมัด นโยบายด้าน 'รัฐสวัสดิการ' ของพรรคการเมือง
common_voice_th_34930977.wav,"มีคนส่งประกาศรับสมัครงานมาให้ ชวนไปสมัครในตำแหน่งหนึ่งที่มีคุณสมบัติว่า ""มีความเป็นกลางทางการเมือง"""
common_voice_th_34930979.wav,สามัญชน ร่วมยืนหยัด กับเพื่อนสื่อมวลชนทุกสำนัก ที่นำเสนอข่าวตามหลักจรรยา
common_voice_th_34930980.wav,ดีกว่า
common_voice_th_34930981.wav,จนตอนนี้ เมืองไทยก็ยังไม่สามารถมีกฎหมายป้องกันการทรมานและการบังคับให้สูญหายได้
common_voice_th_34930999.wav,อากาศไม่ร้อน
common_voice_th_34931000.wav,ไม่พร้อมคืน
common_voice_th_34931001.wav,สัปดาห์หนึ่งผ่านไปไว
common_voice_th_34931002.wav,ยินดีช่วยกันยกรถเข็นคนพิการขึ้นบันได -แต่จนป่านนี้ หลายสถานียังไม่มีลิฟต์ที่เปิดให้ใช้ได้เอง
common_voice_th_34931003.wav,เสมอปลาย
common_voice_th_34931041.wav,อยากรู้ว่าสปอนเซอร์นี่รู้ตัวล่วงหน้ากี่วันว่าต้องควักกระเป๋า
common_voice_th_34931042.wav,เรื่องนี้ใกล้ตัวมาก คือปกติเวลาห้ามเลือดเรามักจะใช้เครื่องจี้ไฟฟ้า ซึ่งมีความร้อนสูง
common_voice_th_34931043.wav,ฟงหวิน ขี่พายุทะลุฟ้า
common_voice_th_34931044.wav,มื้อแรกที่ต้องกินเองเลยเดินเข้าแมคที่สถานีรถไฟ มีแต่ไก่ กับมังสวิรัติ มหาราชาเบอร์เกอร์
common_voice_th_34931045.wav,ไม่เฉพาะคำพูด ที่ยอดคือแรงสุด รัฐต้องห้าม ที่ฐานคือไม่ควรมี แต่กฎหมายอาจไม่ใช่คำตอบ
common_voice_th_34931054.wav,เช้านี้ศาลทหารขอนแก่นนัดสืบพยานจำเลย คดีไผ่ ดาวดิน ชูป้ายต้านรัฐประหาร โดยไผ่จะขึ้นเบิกความเอง
common_voice_th_34931055.wav,เชิญไปฟัง รัฐธรรม
common_voice_th_34931057.wav,ชวนอ่าน ชวนคิด ชวนตั้งคำถาม
common_voice_th_34931059.wav,รองจากไต้หวัน
common_voice_th_34931060.wav,พอมาเป็นเซเว่นแบงก์ อ้าว กลายเป็นตำรวจรับภาระ
common_voice_th_34931065.wav,ขอให้เปลี่ยนชื่องานดังกล่าว
common_voice_th_34931066.wav,ยามเฝ้าจอ
common_voice_th_34931068.wav,คนอัปเดตเนื้อหาง่าย ?
common_voice_th_34931070.wav,เมื่อครูจำนวนมากจ่อเกษียณ
common_voice_th_34931071.wav,หนึ่งพันห้าร้อยห้าสิบห้า และเว็บ
common_voice_th_34931081.wav,ใช้เวลา
common_voice_th_34931083.wav,เพื่อจะจับศัตรูของเราไปขังในคุกได้อย่างถูกต้องตามกฎหมาย
