fname,label
0003_0026.wav,ถ้าพี่อาร์มจะกลายร่างเป็นแบร็ดพิตต์ไปต่อหน้าต่อตา
0003_0027.wav,ตัวแมลงตัวไม่ใหญ่นักจึงบินปร๋อห่างออกไป
0003_0028.wav,เขาวกเข้าเรื่องเดิมซึ่งหญิงสาวพูดเสร็จก็เกือบลืมไปแล้ว
0003_0029.wav,มันเป็นหนังการ์ตูนของวอลท์ ดิสนีย์
0003_0030.wav,เพราะเหตุนี้หรือเปล่าคะคุณถึงชอบจัดดอกไม้ในรูปเรือ
0003_0031.wav,เพดานเป็นรูโหว่กว้างมองเห็นท้องฟ้า
0003_0032.wav,แต่ถ้าคุณคงจะซดโอเลี้ยง โอยั๊วะ ไม่เป็นแน่
0003_0033.wav,พลางแหงนหน้าขึ้นพูดเสียงแจ๋วพิมานจับตามองอยู่ชั่วครู่
0003_0034.wav,เรามาตรวจสอบอุปกรณ์การใช้แก๊สให้ฟรีครับ
0003_0035.wav,อิจฉาล่ะซี ไอ้เบิ้ม พี่สงครามว่า ฉันนิ่ง
0003_0036.wav,และพี่แต้วแล้วก็ยังไม่เรียกพี่เต้นขา
0003_0037.wav,ดูสภาพของห้องว่าไม่มีบรรยากาศของแดรคคิวล่า
0003_0038.wav,วิธีเบรกนั้นต้องหันปลายสกีเข้าหากันจึงจะฝืด
0003_0039.wav,วันหนึ่งฉันนั่งรถเมล์ติดแอร์มาจากเซ็นทรัลจะกลับบ้าน
0003_0040.wav,กลายเป็นเจ้าหญิงนิทราไปเสียแล้วหรือ
0003_0041.wav,ควันบุหรี่หนาทึบจนปิยนุชรู้สึกแสบตาไปหมด
0003_0042.wav,แล้วก็มักเป็นเอสเปรสโซหรือคาปุชชีโน
0003_0043.wav,ทับด้วยเสื้อนอกแบบเบลเซอร์สีน้ำเงินเข้มอีกตัวหนึ่ง
0003_0044.wav,แนวรั้วสูงเสมอเข่าประดับด้วยกอแดฟโฟดิลสีเหลือง
0003_0045.wav,พอได้แล้วเราก็ยังไม่ต้องเอ็นทรานซ์หรอก
0003_0046.wav,พริมพูดเบาๆ คล้ายปรารภกับตัวเองมากกว่าอารัณย์
0003_0047.wav,ช่วยเข้าไปดูปลั๊กเครื่องปั่นในครัวทีเถอะค่ะ
0003_0048.wav,มาปลูกกระต๊อบอยู่ในสวนแป๊ะเฮงใกล้บ้านฉันน่ะ
0003_0049.wav,ซื้อก๋วยเตี๋ยวเจ๊กปากซอยชามละแปดบาทได้สิบชาม
0003_0050.wav,ตาแหยมมายืนชะเง้อชะแง้อยู่ข้างหลัง
0003_0051.wav,กว่าจะมาถึงขนาดนี้ได้ไม่ใช่เพราะฟลุ้ค
0003_0052.wav,ผมอนุญาตให้เรียกได้เฉพาะคนที่สนิทชิดเชื้อ
0003_0053.wav,เหงื่อเม็ดโป้งๆ ไหลซึมออกมาเกาะอยู่ที่เหนือหน้าผาก
0003_0054.wav,น้ำในกว๊านก็ท่วมท้นขึ้นลบแหลมเหล่านั้นเสีย
0003_0055.wav,ขริบแต่งต้นที่ก้านใบเก้งก้างงอกงามเกินควรอย่างเพลิดเพลิน
0003_0056.wav,แก้วหูของเขาลั่นเปรี๊ยะเมื่อหันขวับกลับไปมอง
0003_0057.wav,เธอปล่อยผมดำขลับหยักเป็นคลื่นลงคลุมแผ่นหลัง
0003_0058.wav,คราวที่แล้วกิ่งก้านโกร๋นกับใบสีน้ำตาลทอง
0003_0059.wav,อาคารในอังกฤษมักดูขรึมขลังทึบตัน
0003_0060.wav,และภาคบ่ายก็จะไปทาวเวอร์ออฟลอนดอน
0003_0061.wav,พอถึงแคว้นคาลาเบรียที่เป็นปลายเกือกบูต
0003_0062.wav,อยากเห็นพอร์เทรตตัวเองที่เป็นฝีมือคุณน่ะซีครับ
0003_0063.wav,ผมให้อันเดรียเขาจองมาจากสถานทูต
0003_0064.wav,เงินทองก็หมดไปเยอะมากๆ เลยครับ
0003_0065.wav,โธ่ แม่จ๋า คนตัวโตเดินลงเท้าเสียงดัง
0003_0066.wav,หญิงแม่บ้านฟาดเผียะเข้าให้ที่ต้นแขน
0003_0067.wav,แต่ก็ต้องทำแทบจะโงหัวไม่ขึ้นเพื่อไขว่คว้าหาความ
0003_0068.wav,คือนั้นหล่อนเฉิดฉายอยู่ในชุดราตรีสีดำจากปารีส
0003_0069.wav,นุ่งกางเกงยีนส์และเสื้อแจ็กเก็ตตรามหาวิทยาลัย
0003_0070.wav,เงินทองล้นหลามไม่ได้มีผลต่อจิตใจของเธอ
0003_0071.wav,พวกเรามักจะเล่นโจรสลัดปล้นเรือ
0003_0072.wav,ยายแช่มเต้นก๋าเท้าสะเอวส่งเสียงขรม
0003_0073.wav,เห็นพี่แกกำลังนอนหนุนพุงคุณอยู่ละก็จะร้องกรี๊ด
0003_0074.wav,พิงอาจจะเป็นผักกาดหอมและแตงกวา
0003_0075.wav,บางคนพลาดพลั้งล้มเลอะเขรอะขระทั้งตัว
0003_0076.wav,วางพาดอยู่บนลำคอที่เปิดเปลือยเหนือขอบเสื้อซึ้งคว้านต่ำ
0003_0077.wav,อ้าว พี่หัทไม่ได้ตามออกมาหรือเนียะ
0003_0078.wav,สมัยนี้ไม่มีใครทำอะไรให้ใครฟรีๆ หรอก
0003_0079.wav,เป็นเรื่องมหัศจรรย์ให้โลกเอาลงกินเนสส์บุ๊ค
0003_0080.wav,ดุจได้เข้าสู่นิทรารมณ์ไปแล้วทั้งคู่
0003_0081.wav,อาทิตย์รู้สึกเหมือนว่าความเย็นฉ่ำด่ำดื่มอย่างหนึ่ง
0003_0082.wav,บ๋อยประตูหน้าซึ่งเคยโค้งอย่างต่ำตอนลงจากรถยนต์
0003_0083.wav,เสื้อยาวที่โรงเรียนใจดีให้ก๊อฟฟี่ลูกหมูเรื่อยเลย
0003_0084.wav,แต่ว่าเป็นแบบตัดคับตึงเปรี๊ยะสั้นแค่เข่า
0003_0085.wav,แต่งตัวเก๋กลมกลืนไปหมดรวมทั้งกระเป๋ารองเท้า
0003_0086.wav,นางแมวป่าน่ะต้องปราดเปรียวเปรี้ยวจี๊ดอย่างศิตางค์ถึงจะถูก
0003_0087.wav,และทฤษฏีนั้นก็บอกด้วยว่าบางครั้ง
0003_0088.wav,จนบรรดาหนุ่มสาวที่ลีลาศอยู่กลางฟลอร์
0003_0089.wav,ถูกทิ้งลงไปกองรวมกันเสียงดังกรุ๋งกริ๋ง
0003_0090.wav,ที่อยู่ภายใต้รองเท้าหนังขัดเป็นมันวับแตะอยู่ที่ครัช
0003_0091.wav,ผมยาวสยายรัดไว้ด้วยริบบิ้นกำมะหยี่สีฟ้าเข้ม
0003_0092.wav,เดี๋ยวจะมาใช้โวหารลดเลี้ยวกับคุณกล้วยเข้า
0003_0093.wav,ส่วนต้นที่ใหญ่กว่าก็โผล่ขึ้นมาอวดโฉมกันพราวพราย
0003_0094.wav,หรือขับๆ ไปบนน้ำแข็งลื่นเกิดเบรกไม่อยู่
0003_0095.wav,ดูๆ ยังกับเสื้อคลุมแดรกคิวล่างั้นแหละ
0003_0096.wav,แต่พริมนั้นกลับฉุนตาป๊อดจนอดกลั้นต่อไปไม่ไหว
0003_0097.wav,หญ้าแห้งที่คุณหมอเห็นเรียกว่าทันเบิลวี้ดครับ
0003_0098.wav,แขวนไม้เลื้อยแคระแกร็นสีเขียวๆ พอสบายตา
0003_0099.wav,กับเสื้อเชิ้ตตัวหลวมโคร่งคล้ายที่สาวรุ่นฝั่งนี้ชอบสวม
0003_0100.wav,รู้สึกเหงานิดหน่อยก่อนที่จะหลับผล็อยไป
0003_0101.wav,แบล็กเมจิกน่ะมีอยู่ในทุกประเทศแหละ
0003_0102.wav,แสงแฟลชจากกล้องถ่ายรูปวูบวาบอยู่ตลอดเวลาเช่นกัน
0003_0103.wav,ตูตี้หรือ ดูซิ ฉันเก็บแอปเปิลมาเยอะแยะเลย
0003_0104.wav,เขาสอบถามเด็กๆ ด้วยภาษาพื้นเมืองเร็วปรื๋อ
0003_0105.wav,หากชายหนุ่มสีหน้าเปลี่ยนไปเล็กน้อยจนสังเกตแทบไม่เห็น
0003_0106.wav,ซึ่งมีมุมประกอบอาหารแคบๆ ที่เรียกว่าแพนทรี
0003_0107.wav,ทรงปรารภให้หม่อมเจ้าหญิงบุษบากรฟัง
0003_0108.wav,เธอทำเสียงฮัมเพลงเต้นรำจังหวะวอลทซ์เบาๆ ในลำคอ
0003_0109.wav,ไม่มีแบรนด์เนมให้เห็นตรงไหนสักนิด
0003_0110.wav,ที่แท้ก็มีแต่ความขลาดเขลาและโกหกหลอกลวง
0003_0111.wav,ดูโดดเด่นทว่าเงียบสงบงดงาม
0003_0112.wav,ผมจะออกไปหาปลั๊กไฟที่ออฟฟิศมาเปลี่ยนให้คุณด้า
0003_0113.wav,จึงไม่รู้ว่าชายกว๊านตอนนี้อยู่ในเขตของเอกชน
0003_0114.wav,เคอเนลนั่งลงพลางพะยักพะเยิดกับพี่เขยของจิตรี
0003_0115.wav,หฤทัยหันไปยิ้มให้เจ้าบ่าวของหล่อนเขายืนพิงโต๊ะ
0003_0116.wav,แสงขมุกขมัวยามโพล้เพล้แผ่คลุมทั่วถึง
0003_0117.wav,หล่อนล้อพลางหยิบตะกร้าเปล่ามาคว่ำไว้ชิดผนัง
0003_0118.wav,ไปทาวเวอร์ออฟลอนดอนดีกว่ากระมัง ลิลลี่
0003_0119.wav,ผู้แทนของฮิตเลอร์ที่ชื่อรูดอฟเฮส
0003_0120.wav,ทุกสิ่งล้วนตระเตรียมโดยไม่มีอะไรบกพร่อง
0003_0121.wav,อันเดรียจองและยืนยันการเดินทางมาถึงให้เรียบร้อยแล้ว
0003_0122.wav,เหมือนกับที่เธอมักได้ทริปก่อนที่ตู้เคลื่อนจากเสมอ
0003_0123.wav,ไม่เกี่ยวกับผู้หญิงร่างโปร่งคนที่เป่าฟลุ้ตได้แสนหวาน
0003_0124.wav,เขมินทร์ส่งภาษาซาวด์แทร็คกับลูกน้องแล้วก็ยิ้มให้
0003_0125.wav,ฝีมือใครคะถ้าไม่ใช่เพราะฝีมือคุณแต๋นคนนี้
